family	key	match_tag	case_variant	case_variant_key_collision	context	input	target_surfaces	ordered_returned_surfaces
C	bldg	2	BLDG	False	comma-neighbor	We noted, bldg, today.	building	We / noted / , / building / , / today / . / Next / .
C	bldg	2	BLDG	False	case-variant-neutral	We noted BLDG today.	building	We / noted / building / today / . / Next / .
C	bros	2	BROS	False	baseline-neutral	We noted bros today.	brothers	We / noted / brothers / today / . / Next / .
C	bros	2	BROS	False	numeric-or-ordinary	It is 5 bros. long.	five / brothers	It / is / five / brothers / long / . / Next / .
C	bros	2	BROS	False	comma-neighbor	We noted, bros, today.	brothers	We / noted / , / brothers / , / today / . / Next / .
C	bros	2	BROS	False	case-variant-neutral	We noted BROS today.	brothers	We / noted / brothers / today / . / Next / .
C	bsmt	2	BSMT	False	baseline-neutral	We noted bsmt today.	bsmt	We / noted / bsmt / today / . / Next
C	bsmt	2	BSMT	False	address-or-building	42 Main bsmt.	Basement	forty / two / Main / Basement / . / Next / .
C	bsmt	2	BSMT	False	comma-neighbor	We noted, bsmt, today.	bsmt	We / noted / , / bsmt / , / today / . / Next / .
C	bsmt	2	BSMT	False	case-variant-neutral	We noted BSMT today.	BSMT	We / noted / BSMT / today / . / Next / .
C	btu	2	BTU	False	baseline-neutral	We noted btu today.	British-Thermal-Unit	We / noted / British-Thermal-Unit / today / . / Next / .
C	btu	2	BTU	False	numeric-or-ordinary	It is 5 btu. long.	five / British-Thermal-Units	It / is / five / British-Thermal-Units / long / . / Next / .
C	btu	2	BTU	False	comma-neighbor	We noted, btu, today.	British-Thermal-Unit	We / noted / , / British-Thermal-Unit / , / today / . / Next / .
C	btu	2	BTU	False	case-variant-neutral	We noted BTU today.	British-Thermal-Unit	We / noted / British-Thermal-Unit / today / . / Next / .
C	c.s.t	2	C.S.T	False	baseline-neutral	We noted c.s.t today.	c.s.t	We / noted / c.s.t / today / . / Next / .
C	c.s.t	2	C.S.T	False	clock-or-zone	The meeting is at 5 c.s.t.	c.s.t	The / meeting / is / at / five / c.s.t / . / Next / .
C	c.s.t	2	C.S.T	False	comma-neighbor	We noted, c.s.t, today.	c.s.t	We / noted / , / c.s.t / , / today / . / Next / .
C	c.s.t	2	C.S.T	False	case-variant-neutral	We noted C.S.T today.	C.S.T	We / noted / C.S.T / today / . / Next / .
C	cal	2	CAL	False	baseline-neutral	We noted cal today.	cal	We / noted / cal / today / . / Next / .
C	cal	2	CAL	False	numeric-or-ordinary	It is 5 cal. long.	five / calories	It / is / five / calories / long / . / Next / .
C	cal	2	CAL	False	comma-neighbor	We noted, cal, today.	cal	We / noted / , / cal / , / today / . / Next / .
C	cal	2	CAL	False	case-variant-neutral	We noted CAL today.	CAL	We / noted / CAL / today / . / Next / .
C	cc	2	CC	False	baseline-neutral	We noted cc today.	CC	We / noted / CC / today / . / Next / .
C	cc	2	CC	False	numeric-or-ordinary	It is 5 cc. long.	five / CC / 's	It / is / five / CC / 's / long / . / Next / .
C	cc	2	CC	False	comma-neighbor	We noted, cc, today.	CC	We / noted / , / CC / , / today / . / Next / .
C	cc	2	CC	False	case-variant-neutral	We noted CC today.	CC	We / noted / CC / today / . / Next / .
C	cgs	2	CGS	False	baseline-neutral	We noted cgs today.	CGS	We / noted / CGS / today / . / Next / .
C	cgs	2	CGS	False	numeric-or-ordinary	It is 5 cgs. long.	five / CGS / 's	It / is / five / CGS / 's / long / . / Next / .
C	cgs	2	CGS	False	comma-neighbor	We noted, cgs, today.	CGS	We / noted / , / CGS / , / today / . / Next / .
C	cgs	2	CGS	False	case-variant-neutral	We noted CGS today.	CGS	We / noted / CGS / today / . / Next / .
C	cl	2	CL	False	baseline-neutral	We noted cl today.	cl	We / noted / cl / today / . / Next / .
C	cl	2	CL	False	numeric-or-ordinary	It is 5 cl. long.	five / centiliters	It / is / five / centiliters / long / . / Next / .
C	cl	2	CL	False	comma-neighbor	We noted, cl, today.	cl	We / noted / , / cl / , / today / . / Next / .
C	cl	2	CL	False	case-variant-neutral	We noted CL today.	CL	We / noted / CL / today / . / Next / .
C	cm	2	CM	False	baseline-neutral	We noted cm today.	cm	We / noted / cm / today / . / Next / .
C	cm	2	CM	False	numeric-or-ordinary	It is 5 cm. long.	five / centimeters	It / is / five / centimeters / long / . / Next / .
C	cm	2	CM	False	comma-neighbor	We noted, cm, today.	cm	We / noted / , / cm / , / today / . / Next / .
C	cm	2	CM	False	case-variant-neutral	We noted CM today.	CM	We / noted / CM / today / . / Next / .
C	cst	2	CST	False	baseline-neutral	We noted cst today.	cst	We / noted / cst / today / . / Next / .
C	cst	2	CST	False	clock-or-zone	The meeting is at 5 cst.	cst	The / meeting / is / at / five / cst / . / Next / .
C	cst	2	CST	False	comma-neighbor	We noted, cst, today.	cst	We / noted / , / cst / , / today / . / Next / .
C	cst	2	CST	False	case-variant-neutral	We noted CST today.	CST	We / noted / CST / today / . / Next / .
C	ct	2	CT	False	baseline-neutral	We noted ct today.	ct	We / noted / ct / today / . / Next
C	ct	2	CT	False	address-or-building	42 Main ct.	ct	forty / two / Main / ct / . / Next / .
C	ct	2	CT	False	comma-neighbor	We noted, ct, today.	ct	We / noted / , / ct / , / today / . / Next / .
C	ct	2	CT	False	case-variant-neutral	We noted CT today.	CT	We / noted / CT / today / . / Next / .
C	cwt	2	CWT	False	baseline-neutral	We noted cwt today.	hundredweight	We / noted / hundredweight / today / . / Next / .
C	cwt	2	CWT	False	numeric-or-ordinary	It is 5 cwt. long.	five / hundredweights	It / is / five / hundredweights / long / . / Next / .
C	cwt	2	CWT	False	comma-neighbor	We noted, cwt, today.	hundredweight	We / noted / , / hundredweight / , / today / . / Next / .
C	cwt	2	CWT	False	case-variant-neutral	We noted CWT today.	hundredweight	We / noted / hundredweight / today / . / Next / .
C	cyl	2	CYL	False	baseline-neutral	We noted cyl today.	cylinder	We / noted / cylinder / today / . / Next / .
C	cyl	2	CYL	False	numeric-or-ordinary	It is 5 cyl. long.	five / cylinder	It / is / five / cylinder / long / . / Next / .
C	cyl	2	CYL	False	comma-neighbor	We noted, cyl, today.	cylinder	We / noted / , / cylinder / , / today / . / Next / .
C	cyl	2	CYL	False	case-variant-neutral	We noted CYL today.	cylinder	We / noted / cylinder / today / . / Next / .
C	dB	1	Db	False	baseline-neutral	We noted dB today.	decibel	We / noted / decibel / today / . / Next / .
C	dB	1	Db	False	numeric-or-ordinary	It is 5 dB. long.	five / decibels	It / is / five / decibels / long / . / Next / .
C	dB	1	Db	False	comma-neighbor	We noted, dB, today.	decibel	We / noted / , / decibel / , / today / . / Next / .
C	dB	1	Db	False	case-variant-neutral	We noted Db today.	Db	We / noted / Db / today / . / Next / .
C	dam	2	DAM	False	baseline-neutral	We noted dam today.	dam	We / noted / dam / today / . / Next / .
C	dam	2	DAM	False	numeric-or-ordinary	It is 5 dam. long.	five / decameters	It / is / five / decameters / long / . / Next / .
C	dam	2	DAM	False	comma-neighbor	We noted, dam, today.	dam	We / noted / , / dam / , / today / . / Next / .
C	dam	2	DAM	False	case-variant-neutral	We noted DAM today.	DAM	We / noted / DAM / today / . / Next / .
C	dept	2	DEPT	False	baseline-neutral	We noted dept today.	department	We / noted / department / today / . / Next / .
C	dept	2	DEPT	False	numeric-or-ordinary	It is 5 dept. long.	five / department	It / is / five / department / long / . / Next / .
C	dept	2	DEPT	False	comma-neighbor	We noted, dept, today.	department	We / noted / , / department / , / today / . / Next / .
C	dept	2	DEPT	False	case-variant-neutral	We noted DEPT today.	department	We / noted / department / today / . / Next / .
C	dl	2	DL	False	baseline-neutral	We noted dl today.	dl	We / noted / dl / today / . / Next / .
C	dl	2	DL	False	numeric-or-ordinary	It is 5 dl. long.	five / deciliters	It / is / five / deciliters / long / . / Next / .
C	dl	2	DL	False	comma-neighbor	We noted, dl, today.	dl	We / noted / , / dl / , / today / . / Next / .
C	dl	2	DL	False	case-variant-neutral	We noted DL today.	DL	We / noted / DL / today / . / Next / .
C	dm	2	DM	False	baseline-neutral	We noted dm today.	dm	We / noted / dm / today / . / Next / .
C	dm	2	DM	False	numeric-or-ordinary	It is 5 dm. long.	five / decimeters	It / is / five / decimeters / long / . / Next / .
C	dm	2	DM	False	comma-neighbor	We noted, dm, today.	dm	We / noted / , / dm / , / today / . / Next / .
C	dm	2	DM	False	case-variant-neutral	We noted DM today.	DM	We / noted / DM / today / . / Next / .
C	dyn	2	DYN	False	baseline-neutral	We noted dyn today.	dyne	We / noted / dyne / today / . / Next / .
C	dyn	2	DYN	False	numeric-or-ordinary	It is 5 dyn. long.	five / dynes	It / is / five / dynes / long / . / Next / .
C	dyn	2	DYN	False	comma-neighbor	We noted, dyn, today.	dyne	We / noted / , / dyne / , / today / . / Next / .
C	dyn	2	DYN	False	case-variant-neutral	We noted DYN today.	dyne	We / noted / dyne / today / . / Next / .
C	e.s.t	2	E.S.T	False	baseline-neutral	We noted e.s.t today.	e.s.t	We / noted / e.s.t / today / . / Next / .
C	e.s.t	2	E.S.T	False	clock-or-zone	The meeting is at 5 e.s.t.	e.s.t	The / meeting / is / at / five / e.s.t / . / Next / .
C	e.s.t	2	E.S.T	False	comma-neighbor	We noted, e.s.t, today.	e.s.t	We / noted / , / e.s.t / , / today / . / Next / .
C	e.s.t	2	E.S.T	False	case-variant-neutral	We noted E.S.T today.	E.S.T	We / noted / E.S.T / today / . / Next / .
C	est	2	EST	False	baseline-neutral	We noted est today.	est	We / noted / est / today / . / Next / .
C	est	2	EST	False	clock-or-zone	The meeting is at 5 est.	est	The / meeting / is / at / five / est / . / Next / .
C	est	2	EST	False	comma-neighbor	We noted, est, today.	est	We / noted / , / est / , / today / . / Next / .
C	est	2	EST	False	case-variant-neutral	We noted EST today.	EST	We / noted / EST / today / . / Next / .
C	fah	2	FAH	False	baseline-neutral	We noted fah today.	fah	We / noted / fah / today / . / Next / .
C	fah	2	FAH	False	numeric-or-ordinary	It is 5 fah. long.	five / fahrenheits	It / is / five / fahrenheits / long / . / Next / .
C	fah	2	FAH	False	comma-neighbor	We noted, fah, today.	fah	We / noted / , / fah / , / today / . / Next / .
C	fah	2	FAH	False	case-variant-neutral	We noted FAH today.	FAH	We / noted / FAH / today / . / Next / .
C	fahr	2	FAHR	False	baseline-neutral	We noted fahr today.	fahrenheit	We / noted / fahrenheit / today / . / Next / .
C	fahr	2	FAHR	False	numeric-or-ordinary	It is 5 fahr. long.	five / fahrenheits	It / is / five / fahrenheits / long / . / Next / .
C	fahr	2	FAHR	False	comma-neighbor	We noted, fahr, today.	fahrenheit	We / noted / , / fahrenheit / , / today / . / Next / .
C	fahr	2	FAHR	False	case-variant-neutral	We noted FAHR today.	fahrenheit	We / noted / fahrenheit / today / . / Next / .
C	fl	2	FL	True	baseline-neutral	We noted fl today.	fl	We / noted / fl / today / . / Next / .
C	fl	2	FL	True	numeric-or-ordinary	It is 5 fl. long.	five / fl	It / is / five / fl / long / . / Next / .
C	fl	2	FL	True	comma-neighbor	We noted, fl, today.	fl	We / noted / , / fl / , / today / . / Next / .
C	fl	2	FL	True	case-variant-neutral	We noted FL today.	FL	We / noted / FL / today / . / Next / .
C	flr	2	FLR	False	baseline-neutral	We noted flr today.	flr	We / noted / flr / today / . / Next
C	flr	2	FLR	False	address-or-building	42 Main flr.	Floor	forty / two / Main / Floor / . / Next / .
C	flr	2	FLR	False	comma-neighbor	We noted, flr, today.	flr	We / noted / , / flr / , / today / . / Next / .
C	flr	2	FLR	False	case-variant-neutral	We noted FLR today.	FLR	We / noted / FLR / today / . / Next / .
C	fm	2	FM	True	baseline-neutral	We noted fm today.	fm	We / noted / fm / today / . / Next / .
C	fm	2	FM	True	numeric-or-ordinary	It is 5 fm. long.	five / fathoms	It / is / five / fathoms / long / . / Next / .
C	fm	2	FM	True	comma-neighbor	We noted, fm, today.	fm	We / noted / , / fm / , / today / . / Next / .
C	fm	2	FM	True	case-variant-neutral	We noted FM today.	FM	We / noted / FM / today / . / Next / .
C	frnt	2	FRNT	False	baseline-neutral	We noted frnt today.	frnt	We / noted / frnt / today / . / Next
C	frnt	2	FRNT	False	address-or-building	42 Main frnt.	Front	forty / two / Main / Front / . / Next / .
C	frnt	2	FRNT	False	comma-neighbor	We noted, frnt, today.	frnt	We / noted / , / frnt / , / today / . / Next / .
C	frnt	2	FRNT	False	case-variant-neutral	We noted FRNT today.	FRNT	We / noted / FRNT / today / . / Next / .
C	ft	2	FT	False	baseline-neutral	We noted ft today.	ft	We / noted / ft / today / . / Next / .
C	ft	2	FT	False	numeric-or-ordinary	It is 5 ft. long.	five / feet	It / is / five / feet / long / . / Next / .
C	ft	2	FT	False	comma-neighbor	We noted, ft, today.	ft	We / noted / , / ft / , / today / . / Next / .
C	ft	2	FT	False	case-variant-neutral	We noted FT today.	FT	We / noted / FT / today / . / Next / .
C	fur	2	FUR	False	baseline-neutral	We noted fur today.	fur	We / noted / fur / today / . / Next / .
C	fur	2	FUR	False	numeric-or-ordinary	It is 5 fur. long.	five / furlongs	It / is / five / furlongs / long / . / Next / .
C	fur	2	FUR	False	comma-neighbor	We noted, fur, today.	fur	We / noted / , / fur / , / today / . / Next / .
C	fur	2	FUR	False	case-variant-neutral	We noted FUR today.	FUR	We / noted / FUR / today / . / Next / .
C	g.m.t	2	G.M.T	False	baseline-neutral	We noted g.m.t today.	g.m.t	We / noted / g.m.t / today / . / Next / .
C	g.m.t	2	G.M.T	False	clock-or-zone	The meeting is at 5 g.m.t.	g.m.t	The / meeting / is / at / five / g.m.t / . / Next / .
C	g.m.t	2	G.M.T	False	comma-neighbor	We noted, g.m.t, today.	g.m.t	We / noted / , / g.m.t / , / today / . / Next / .
C	g.m.t	2	G.M.T	False	case-variant-neutral	We noted G.M.T today.	G.M.T	We / noted / G.M.T / today / . / Next / .
C	gA	1	Ga	False	baseline-neutral	We noted gA today.	gigaampere	We / noted / gigaampere / today / . / Next / .
C	gA	1	Ga	False	numeric-or-ordinary	It is 5 gA. long.	five / gigaamperes	It / is / five / gigaamperes / long / . / Next / .
C	gA	1	Ga	False	comma-neighbor	We noted, gA, today.	gigaampere	We / noted / , / gigaampere / , / today / . / Next / .
C	gA	1	Ga	False	case-variant-neutral	We noted Ga today.	Ga	We / noted / Ga / today / . / Next / .
C	gHz	1	GhZ	False	baseline-neutral	We noted gHz today.	gigahertz	We / noted / gigahertz / today / . / Next / .
C	gHz	1	GhZ	False	numeric-or-ordinary	It is 5 gHz. long.	five / gigahertz	It / is / five / gigahertz / long / . / Next / .
C	gHz	1	GhZ	False	comma-neighbor	We noted, gHz, today.	gigahertz	We / noted / , / gigahertz / , / today / . / Next / .
C	gHz	1	GhZ	False	case-variant-neutral	We noted GhZ today.	GhZ	We / noted / GhZ / today / . / Next / .
C	gPa	1	GpA	False	baseline-neutral	We noted gPa today.	gigapascal	We / noted / gigapascal / today / . / Next / .
C	gPa	1	GpA	False	numeric-or-ordinary	It is 5 gPa. long.	five / gigapascals	It / is / five / gigapascals / long / . / Next / .
C	gPa	1	GpA	False	comma-neighbor	We noted, gPa, today.	gigapascal	We / noted / , / gigapascal / , / today / . / Next / .
C	gPa	1	GpA	False	case-variant-neutral	We noted GpA today.	GpA	We / noted / GpA / today / . / Next / .
C	gV	1	Gv	False	baseline-neutral	We noted gV today.	gigavolt	We / noted / gigavolt / today / . / Next / .
C	gV	1	Gv	False	numeric-or-ordinary	It is 5 gV. long.	five / gigavolts	It / is / five / gigavolts / long / . / Next / .
C	gV	1	Gv	False	comma-neighbor	We noted, gV, today.	gigavolt	We / noted / , / gigavolt / , / today / . / Next / .
C	gV	1	Gv	False	case-variant-neutral	We noted Gv today.	Gv	We / noted / Gv / today / . / Next / .
C	gW	1	Gw	False	baseline-neutral	We noted gW today.	gigawatt	We / noted / gigawatt / today / . / Next / .
C	gW	1	Gw	False	numeric-or-ordinary	It is 5 gW. long.	five / gigawatts	It / is / five / gigawatts / long / . / Next / .
C	gW	1	Gw	False	comma-neighbor	We noted, gW, today.	gigawatt	We / noted / , / gigawatt / , / today / . / Next / .
C	gW	1	Gw	False	case-variant-neutral	We noted Gw today.	Gw	We / noted / Gw / today / . / Next / .
C	gal	2	GAL	False	baseline-neutral	We noted gal today.	gal	We / noted / gal / today / . / Next / .
C	gal	2	GAL	False	numeric-or-ordinary	It is 5 gal. long.	five / gallons	It / is / five / gallons / long / . / Next / .
C	gal	2	GAL	False	comma-neighbor	We noted, gal, today.	gal	We / noted / , / gal / , / today / . / Next / .
C	gal	2	GAL	False	case-variant-neutral	We noted GAL today.	GAL	We / noted / GAL / today / . / Next / .
C	gb	2	GB	False	baseline-neutral	We noted gb today.	gb	We / noted / gb / today / . / Next / .
C	gb	2	GB	False	numeric-or-ordinary	It is 5 gb. long.	five / gigabytes	It / is / five / gigabytes / long / . / Next / .
C	gb	2	GB	False	comma-neighbor	We noted, gb, today.	gb	We / noted / , / gb / , / today / . / Next / .
C	gb	2	GB	False	case-variant-neutral	We noted GB today.	GB	We / noted / GB / today / . / Next / .
C	gj	2	GJ	False	baseline-neutral	We noted gj today.	gj	We / noted / gj / today / . / Next / .
C	gj	2	GJ	False	numeric-or-ordinary	It is 5 gj. long.	five / gigajoules	It / is / five / gigajoules / long / . / Next / .
C	gj	2	GJ	False	comma-neighbor	We noted, gj, today.	gj	We / noted / , / gj / , / today / . / Next / .
C	gj	2	GJ	False	case-variant-neutral	We noted GJ today.	GJ	We / noted / GJ / today / . / Next / .
C	gm	2	GM	False	baseline-neutral	We noted gm today.	gm	We / noted / gm / today / . / Next / .
C	gm	2	GM	False	numeric-or-ordinary	It is 5 gm. long.	five / grams	It / is / five / grams / long / . / Next / .
C	gm	2	GM	False	comma-neighbor	We noted, gm, today.	gm	We / noted / , / gm / , / today / . / Next / .
C	gm	2	GM	False	case-variant-neutral	We noted GM today.	GM	We / noted / GM / today / . / Next / .
C	gmt	2	GMT	False	baseline-neutral	We noted gmt today.	gmt	We / noted / gmt / today / . / Next / .
C	gmt	2	GMT	False	clock-or-zone	The meeting is at 5 gmt.	gmt	The / meeting / is / at / five / gmt / . / Next / .
C	gmt	2	GMT	False	comma-neighbor	We noted, gmt, today.	gmt	We / noted / , / gmt / , / today / . / Next / .
